size,bedrooms,bathrooms,age,garage,neighborhood,school_rating,price
3479,3,1,91,2,North,5,1069932
4320,3,3,88,0,North,5,1366940
2966,4,2,54,0,North,2,1038646
2676,4,3,39,3,South,4,1043433
4785,1,3,13,1,Central,9,1560122
3539,5,3,1,2,East,7,1417082
3720,2,2,21,2,North,2,1250429
3073,1,3,13,2,East,8,1060793
2017,5,2,43,3,East,4,850260
3387,4,2,93,3,East,8,1123048
2481,1,3,72,1,Central,7,744346
4206,4,2,44,0,North,10,1442188
4698,5,2,57,1,East,5,1606126
3640,2,3,66,0,Central,6,1155505
1767,4,2,58,3,East,7,694478
4040,5,3,48,3,South,7,1494091
1378,5,1,14,0,North,7,669236
3918,2,2,31,2,North,3,1288950
4387,1,2,62,2,West,5,1321537
2838,1,2,84,0,East,7,802721
1527,2,3,53,1,Central,7,542874
3812,2,1,18,3,Central,9,1270843
4714,3,2,90,2,West,7,1456566
1609,1,3,9,2,Central,8,623171
1318,1,2,99,0,East,2,315148
2648,5,3,56,1,North,7,1042283
2487,3,2,26,0,Central,4,894826
3373,4,1,24,2,South,3,1215894
1875,4,1,61,0,North,6,674121
4216,2,1,63,3,West,2,1295652
4148,1,3,63,2,West,3,1281219
4030,3,2,91,0,Central,10,1245651
1686,1,3,47,3,North,3,574961
4138,2,2,66,0,West,1,1263432
4560,4,2,70,0,North,8,1487278
3973,4,2,94,2,West,6,1284225
4666,4,3,55,2,West,9,1601889
2478,4,1,64,1,South,2,863590
2747,4,2,24,2,West,2,1058795
4231,5,2,24,3,West,1,1566940
2608,3,3,81,1,South,7,860975
2852,5,1,27,2,Central,5,1100520
4843,4,3,51,1,Central,10,1659376
3109,1,2,12,3,East,2,1058483
3497,5,2,90,1,East,1,1191310
4335,4,1,13,1,North,7,1524127
3379,2,3,98,1,West,6,1027231
4666,3,3,19,0,West,6,1601732
4312,4,3,86,3,Central,10,1449988
4102,3,2,31,3,East,6,1402764
4533,2,1,91,3,North,4,1342684
3721,3,2,30,0,East,9,1260941
3107,5,2,83,2,West,4,1105894
3483,5,2,49,3,Central,2,1285146
1777,2,3,79,1,East,10,577281
2507,4,1,26,0,West,7,927927
1126,5,2,36,2,West,9,601397
3026,2,2,88,0,East,3,901019
2945,5,2,90,1,South,1,1014050
1486,3,1,92,0,South,2,440731
2097,2,2,50,2,West,9,707679
1458,2,2,36,2,North,3,549939
3097,3,1,68,2,Central,9,1000652
4490,3,3,54,0,East,8,1470331
4659,3,3,37,3,South,6,1595062
3773,1,2,20,2,North,5,1230262
1777,2,3,71,3,North,1,602601
3126,3,3,52,2,East,2,1100125
1761,1,2,81,2,West,5,499328
2587,3,1,19,3,East,7,958038
2064,3,1,10,3,North,10,805692
2516,4,3,5,1,East,8,1051147
4594,2,1,49,0,Central,2,1414194
1463,2,2,24,2,Central,3,574752
4165,5,3,98,1,East,10,1404375
1711,4,1,27,2,East,5,717048
3432,2,2,34,0,East,7,1122405
4599,1,1,82,0,East,8,1298944
2637,3,2,22,1,East,8,972902
4631,3,1,78,1,South,8,1423142
3817,5,3,47,3,West,8,1412079
3146,3,3,82,1,South,5,1023700
3820,5,3,89,2,Central,4,1323777
4163,4,1,38,0,South,4,1410555
1207,3,1,2,1,West,5,541680
3703,5,3,39,2,South,7,1399011
1452,3,3,54,1,North,4,586263
4744,3,3,49,3,East,1,1594677
4361,3,3,92,3,Central,2,1387147
4908,1,1,3,1,South,1,1548953
2343,1,2,75,1,North,3,666571
2226,4,3,24,0,East,7,899808
3301,4,3,74,2,West,6,1148590
1155,5,2,71,2,South,1,535611
1663,5,1,61,1,West,8,668244
4562,3,3,95,2,South,1,1432267
2763,2,1,67,1,West,3,830140
2688,3,1,96,1,South,1,807526
1285,3,2,88,0,Central,8,412210
1966,2,2,45,3,West,1,680212
2355,5,1,79,3,Central,1,857961
4306,3,3,89,0,Central,8,1349174
3040,2,3,3,3,South,5,1122152
4610,2,1,52,2,East,5,1419338
2747,3,1,80,2,South,1,871335
3841,4,3,34,2,Central,8,1388444
4110,1,1,13,1,East,5,1290944
4810,3,2,4,2,South,7,1667676
2961,3,1,18,3,East,6,1055357
3438,1,1,92,2,West,10,949455
1890,5,1,92,3,North,8,701340
3102,5,2,3,1,South,2,1246276
2918,5,1,2,1,West,3,1161342
1724,2,3,83,3,Central,4,565969
3132,4,2,97,0,East,2,1009544
2484,5,2,90,2,West,5,885743
1003,3,3,39,3,East,2,489094
3746,3,2,7,3,North,1,1342221
2012,5,2,2,1,East,3,926117
3767,1,2,64,0,West,5,1117651
2045,3,1,45,0,West,1,703658
3508,3,2,10,1,East,9,1247103
2394,1,1,71,2,West,1,673510
3750,5,2,17,1,West,3,1406874
1333,4,3,90,2,East,8,539818
3871,1,1,22,0,South,8,1194902
2406,2,3,71,2,East,10,786731
1982,3,3,4,1,Central,10,832440
1548,5,2,77,0,West,6,627883
2647,1,1,93,1,South,9,696207
4286,1,2,70,3,West,7,1280193
2779,5,1,85,1,North,3,954022
3285,1,2,29,3,South,6,1064219
1792,1,2,56,0,North,8,527971
2161,4,3,20,1,West,7,902403
2312,4,2,93,2,Central,1,793892
4133,4,1,27,1,Central,10,1418193
1676,2,1,94,0,North,10,436277
3713,1,3,60,1,South,8,1147976
4610,5,3,73,3,South,2,1604233
1759,5,2,12,2,West,8,836171
2657,4,2,16,0,West,9,1032617
3375,3,2,97,0,Central,10,1021407
4855,5,2,5,0,East,9,1753610
4250,2,3,82,3,South,7,1324936
2893,2,2,65,1,West,8,904169
2945,3,2,25,0,West,1,1047571
4346,5,1,5,1,East,5,1576494
1525,2,3,60,0,North,2,533227
2968,4,1,56,3,West,2,1041533
4877,2,3,64,0,West,2,1519146
3399,4,2,19,0,East,10,1243851
2356,3,2,19,3,South,1,904000
2101,5,3,92,1,West,6,797245
3156,5,1,39,2,South,1,1162300
2551,2,1,28,3,West,3,869579
3613,2,1,43,1,East,4,1146364
4892,2,3,29,0,West,6,1600408
1206,1,3,35,1,West,4,432211
4140,4,3,9,3,Central,6,1540345
3098,4,2,33,1,West,2,1142117
2802,5,3,9,3,South,7,1197853
1236,2,1,14,1,West,3,481659
3052,1,3,32,1,Central,2,1011154
1138,1,1,41,2,North,10,362192
4731,2,1,44,1,East,8,1473116
1332,1,3,76,0,West,10,390778
2150,3,1,14,0,West,4,793207
1782,1,2,12,0,North,4,611192
2761,5,2,91,3,South,1,981484
1497,4,2,91,0,Central,2,529884
2196,1,2,30,1,East,4,727715
1628,4,2,50,3,South,4,686897
4200,5,2,10,1,West,1,1560024
4522,3,2,87,3,West,3,1425372
3913,1,3,3,1,Central,4,1309839
3766,5,3,51,1,West,3,1374647
4925,3,1,21,2,East,5,1645281
2642,5,3,91,0,West,9,955281
2567,4,1,29,0,North,9,934298
1044,3,2,9,3,East,10,536257
4176,3,3,21,3,North,1,1473599
2264,3,1,28,1,North,4,810925
3774,2,3,43,1,South,9,1252239
4230,1,1,70,0,West,6,1200184
2397,5,3,69,1,East,8,930107
1187,5,1,76,3,South,8,506776
4850,5,3,47,1,South,7,1701003
3419,2,3,31,3,East,8,1179137
1904,1,3,95,3,East,4,553434
2890,3,3,45,0,Central,2,1016353
1515,3,2,40,0,East,6,591462
1748,3,2,26,3,South,10,702696
3866,5,3,20,0,South,5,1459959
1578,2,3,60,0,West,2,550624
2479,4,1,88,1,North,3,812697
1140,2,1,26,3,East,7,459025
3847,5,1,88,0,West,10,1257192
3284,5,3,67,0,West,10,1192375
1731,4,3,5,1,South,10,800688
4794,3,1,34,1,North,8,1551583
2760,5,2,39,3,North,2,1084893
1617,3,3,79,1,East,6,571789
4190,4,1,69,1,North,3,1352723
1292,1,3,3,0,West,1,521511
4500,2,1,40,1,Central,10,1400370
4729,2,3,46,2,Central,7,1537604
4902,4,1,16,2,West,9,1690992
1934,4,1,9,2,East,8,807296
2585,5,3,79,1,Central,3,970267
3923,5,3,26,0,West,4,1461572
4020,1,3,64,3,East,5,1242538
4701,3,3,14,0,Central,9,1621333
1569,2,2,10,3,Central,8,637639
1438,1,2,85,0,North,8,365442
3280,4,3,88,2,North,1,1113188
3886,2,3,11,0,South,4,1330248
3721,5,2,10,3,East,8,1439598
2553,2,1,49,0,Central,10,801780
2406,4,2,6,1,North,8,983849
4656,3,2,45,0,North,9,1524291
2135,5,1,32,2,South,10,875410
2253,5,2,61,1,South,4,880578
2361,1,1,48,2,West,7,718050
3918,3,2,61,0,West,1,1257349
2363,5,2,88,2,South,4,857028
1940,3,3,69,1,North,4,693984
4124,5,3,40,1,South,3,1513086
1977,4,2,59,0,North,6,730654
3140,3,2,98,0,West,5,965143
4813,2,1,19,1,South,9,1555598
4773,3,1,22,1,South,6,1576814
2440,4,3,25,1,West,3,985548
3673,4,2,72,1,South,9,1232498
4211,5,2,28,1,North,4,1530915
1278,1,2,30,0,West,8,440415
3453,5,1,15,2,West,3,1305487
4125,4,2,7,2,West,1,1495649
2171,3,1,27,1,North,7,782865
1447,1,2,48,2,South,1,472108
2791,2,2,40,0,South,3,925031
4702,3,2,55,3,South,8,1538158
4584,2,3,41,1,North,4,1501603
2331,1,2,25,1,North,2,762344
4540,5,1,88,1,North,10,1477677
2117,5,1,36,1,West,1,845167
2799,3,1,20,0,North,3,979698
2030,3,3,81,3,North,6,723965
2204,4,2,14,0,East,6,890056
2975,4,1,39,0,East,3,1046381
2601,1,1,46,2,North,7,787137
4763,4,3,89,1,West,4,1542739
1593,2,3,98,3,East,3,501878
3507,2,2,32,0,Central,8,1155709
4008,5,2,68,3,South,5,1412453
4026,5,2,59,2,South,4,1426182
3747,1,3,46,0,East,10,1163450
3005,1,1,61,2,North,3,888571
2340,3,2,87,2,West,9,764704
3841,3,1,52,2,Central,7,1247852
1588,4,1,67,2,East,2,593529
2594,2,2,57,3,East,10,857047
2552,1,2,98,1,East,4,685534
1441,1,2,21,3,North,2,522971
3706,2,1,97,3,North,8,1075483
4034,2,2,0,0,West,1,1371324
4231,3,1,96,3,East,9,1296617
2259,2,2,37,0,North,10,768745
1150,5,1,52,1,East,7,526593
1880,2,1,90,2,Central,9,535525
1886,2,1,92,2,West,6,536778
2704,4,3,62,2,Central,1,1006093
4019,2,2,80,0,Central,3,1205452
3092,3,1,47,0,West,5,1005527
3789,4,2,0,2,West,7,1419456
2705,5,1,96,2,South,2,922261
1235,5,3,61,1,West,6,600301
3923,3,2,86,3,South,10,1251247
1525,1,1,0,1,North,1,541492
2329,3,1,95,3,Central,6,713223
3825,4,2,48,0,East,7,1303625
2439,5,2,96,2,North,5,860065
3465,5,3,78,2,North,1,1251160
2993,4,1,11,1,East,7,1120834
2820,3,2,47,1,North,2,978979
2804,5,2,38,3,South,7,1103682
4971,2,2,1,0,North,1,1658669
2224,5,2,71,2,Central,10,858969
3668,5,2,50,2,Central,3,1330140
1869,2,2,71,0,South,1,572887
3510,2,3,51,2,Central,8,1154652
1823,4,3,53,1,West,5,738411
2440,5,3,70,1,South,2,947406
2842,1,2,36,0,North,6,885265
2555,4,3,41,0,Central,3,976979
2263,3,3,67,3,Central,9,816928
3221,5,1,57,0,East,1,1132764
1457,2,2,78,1,Central,4,458234
1568,4,3,97,0,East,1,559372
1860,5,2,14,0,South,9,835953
2623,4,2,13,2,North,10,1041730
2533,4,2,85,3,North,6,873061
1516,4,2,81,3,Central,3,590221
1328,3,1,3,0,North,8,578545
2414,1,2,52,3,West,6,766593
3675,1,1,74,3,Central,4,1062715
2809,1,1,69,2,Central,3,812395
1221,2,1,55,3,North,7,422468
3637,5,2,40,2,East,2,1348913
4661,5,3,85,0,Central,10,1576981
4756,3,1,41,2,East,3,1545898
1549,2,1,17,0,West,1,560283
3405,5,1,8,0,Central,2,1283403
2465,4,3,78,2,West,3,896490
3638,3,3,39,2,South,4,1273063
3964,5,3,51,2,East,1,1450917
4549,3,1,15,1,Central,10,1526156
1160,5,2,44,3,East,4,596852
2776,3,2,8,2,North,3,1041227
4803,5,2,55,3,West,7,1673844
3878,4,3,5,2,North,9,1456118
4162,4,3,30,1,Central,6,1490114
4968,3,2,32,3,Central,9,1658726
4609,4,2,22,1,East,6,1607331
1373,4,3,50,1,Central,4,605858
3524,1,3,64,0,North,8,1073612
2045,3,2,41,3,East,8,778988
3748,3,3,75,2,North,9,1235285
1206,1,3,31,2,South,1,463644
1701,1,1,80,0,South,7,432237
3741,4,3,20,1,Central,4,1382486
2880,2,3,21,1,North,3,1031581
4428,2,3,14,1,North,4,1495940
3803,1,1,19,3,East,8,1216518
3595,4,2,45,2,Central,2,1264655
4355,4,1,83,0,Central,6,1372166
4953,5,3,36,3,North,5,1776275
1300,5,1,53,3,Central,4,589332
3790,3,3,67,3,East,9,1278405
2632,2,3,79,1,East,2,840219
4565,3,2,41,2,West,2,1525093
3968,5,3,23,3,North,1,1518867
3449,1,2,90,0,East,3,957387
4086,2,1,92,0,East,9,1168230
3200,2,2,2,3,West,4,1138741
4203,5,1,99,1,East,1,1352874
4812,3,2,19,2,Central,5,1635751
1976,4,3,2,3,Central,6,917849
4040,3,3,11,2,Central,5,1455243
4619,3,3,22,0,South,8,1572885
3480,5,2,91,3,East,5,1198524
4341,5,3,47,1,East,9,1556863
1155,4,3,55,1,North,6,541101
1863,5,1,54,1,Central,8,748381
1366,2,1,84,0,Central,6,363177
3488,5,2,85,2,North,9,1209080
4805,1,1,76,3,North,9,1408137
4150,2,3,72,1,North,7,1308198
3919,1,3,35,2,West,7,1256968
2964,2,3,8,0,West,9,1059906
1032,2,3,87,3,North,8,354721
1179,5,2,52,2,North,9,579869
3467,5,3,18,3,Central,9,1367112
1540,1,2,10,3,East,5,577357
2678,2,2,42,1,South,9,891577
4921,4,1,44,0,Central,9,1611721
1781,4,2,94,0,Central,9,601403
2150,3,1,8,0,East,3,816310
2330,2,2,89,2,North,8,698415
3548,5,3,76,2,West,10,1274018
1138,5,3,85,2,North,3,533904
1174,4,1,5,0,North,5,572927
4434,4,1,25,0,West,7,1519079
1884,4,3,28,2,West,3,820049
3598,5,1,30,0,North,8,1296400
2332,2,1,95,0,South,3,636132
3091,5,3,27,1,East,3,1218334
3561,4,1,10,0,East,7,1281508
4894,3,2,25,0,West,7,1636220
3516,4,3,31,0,East,5,1290965
4663,2,2,98,2,East,3,1381162
2629,5,2,53,3,Central,6,1019465
2367,1,1,91,3,South,3,629457
1677,4,1,97,0,West,4,548880
3121,1,3,17,0,Central,5,1037479
1914,3,2,0,1,Central,1,784763
4964,5,3,75,2,Central,8,1691538
3203,1,3,78,2,Central,9,962015
1353,4,2,76,3,West,9,547878
2095,5,3,5,1,East,8,974578
2352,5,2,18,3,West,4,1013880
1829,2,1,50,2,Central,5,599987
4380,3,2,99,2,South,4,1351836
4981,2,2,92,1,East,10,1486249
2291,1,1,65,3,South,4,659110
4455,2,2,28,1,West,8,1444789
1257,2,3,68,0,North,1,428788
4224,3,1,32,1,South,1,1397026
1846,1,3,45,1,East,10,610542
4273,4,3,84,1,South,9,1411715
2881,2,1,38,0,Central,2,927566
1678,5,3,90,2,Central,3,676493
4937,5,1,93,3,East,6,1602726
3459,3,2,28,0,North,10,1190852
4564,5,2,12,0,West,3,1648729
3582,1,2,48,3,South,8,1111968
2801,2,3,97,1,South,4,844676
3205,5,1,69,0,North,9,1101809
2914,3,3,42,0,East,9,1027504
1030,4,2,57,3,South,8,489865
2562,4,3,46,3,South,3,992295
1489,4,3,78,2,East,7,598280
2612,2,3,69,3,East,10,867429
1816,2,2,36,2,Central,10,659837
2174,2,1,33,3,East,4,736758
1208,3,1,93,2,Central,7,381105
4179,5,2,90,3,East,1,1409770
4817,4,3,22,3,South,2,1715838
2925,2,1,38,0,North,10,931031
2966,3,3,95,2,South,10,954338
2781,3,1,45,0,West,5,920305
3013,4,3,47,3,North,1,1139009
4834,3,3,9,3,South,7,1701693
4552,1,2,70,2,South,6,1351367
1627,3,2,48,3,South,3,622745
4980,5,3,1,0,West,10,1828548
1460,5,1,78,0,South,8,555931
1310,3,3,40,1,Central,9,567904
3728,2,3,6,1,East,4,1309049
2319,2,3,46,0,East,7,785634
3895,2,2,62,3,West,2,1228352
3816,4,2,21,2,West,10,1380091
2936,4,3,80,0,East,6,1013914
2987,2,2,95,3,Central,5,904880
2318,3,1,63,3,West,4,784107
3848,5,3,15,0,Central,4,1469309
1252,3,1,16,2,Central,7,545231
3682,4,3,57,3,South,7,1307310
4949,2,1,93,2,West,9,1448697
4397,4,1,9,1,North,5,1550524
2080,2,1,41,3,North,5,705630
4928,2,1,89,3,North,3,1461592
1199,2,1,92,2,South,4,328981
3194,3,3,36,1,North,9,1126827
4033,1,3,86,3,West,3,1203456
1790,3,1,51,2,North,3,635092
4634,5,1,22,2,South,8,1637980
1462,1,2,36,0,West,1,475464
3987,5,3,80,2,South,2,1396931
4617,4,1,98,2,Central,8,1430397
1780,2,3,8,2,West,5,726166
3461,2,1,69,0,South,2,1037546
2586,5,1,60,3,East,2,959439
1390,4,3,14,1,South,3,694992
3348,1,1,47,0,North,7,995617
4449,1,1,73,0,East,8,1258982
2758,5,1,48,0,North,1,1018124
3224,2,2,10,1,West,8,1123368
2728,1,3,76,1,North,5,807188
4545,5,3,5,3,North,9,1721313
4770,4,1,33,1,West,8,1598713
2802,4,1,42,3,Central,1,1018860
2670,2,3,57,1,South,7,887885
2609,5,1,38,3,South,8,1007424
4216,4,2,58,0,East,8,1409626
2018,3,1,87,0,East,2,617089
1217,3,1,3,0,East,2,532157
1913,4,1,6,1,West,2,802017
2626,2,1,80,0,North,3,756332
3641,4,3,17,2,Central,6,1364895
4643,1,3,27,2,South,2,1498085
3521,2,2,9,3,Central,5,1224290
1933,5,3,81,2,Central,9,787277
2780,4,3,49,0,West,7,1035099
3777,2,1,87,1,East,9,1094679
4831,5,3,19,2,South,7,1771008
2387,1,3,8,0,Central,8,844713
1452,2,2,77,1,West,5,457239
4350,1,3,45,3,East,7,1387393
1245,2,3,56,0,West,4,458514
1415,4,2,21,1,South,8,650871
2733,4,2,98,1,South,5,889988
3755,4,1,26,0,West,5,1309088
4307,2,2,19,3,West,8,1439446
2673,5,2,98,0,North,3,912595
3587,2,2,63,0,East,7,1100983
1719,1,1,73,2,South,9,474714
1137,1,1,13,3,East,1,425043
3267,4,2,42,3,Central,5,1178068
2743,4,2,70,1,North,7,959065
4994,4,1,2,0,Central,10,1723931
3993,4,3,73,0,East,8,1337545
4909,1,1,48,0,Central,6,1454803
1900,5,3,44,0,North,10,819159
4569,2,1,4,2,West,4,1512651
2867,1,1,45,1,Central,7,859967
1751,1,1,88,1,Central,4,447750
2266,3,1,20,1,West,9,832105
4865,4,1,85,3,South,4,1545262
4012,5,2,74,1,South,2,1383774
4467,3,3,38,2,South,8,1532269
3840,1,1,71,2,East,1,1110778
3837,4,3,42,2,West,6,1383227
2875,1,3,70,1,West,1,868565
4290,4,3,14,3,South,10,1578855
3015,4,1,42,2,Central,4,1065055
2625,2,1,76,3,East,2,785508
2158,5,2,73,0,West,4,810403
2323,4,3,42,2,North,10,922420
2683,1,1,17,1,South,10,865641
3689,5,2,68,3,South,7,1300814
3527,1,1,31,2,North,5,1101836
1703,4,1,55,0,South,10,630661
2230,1,2,55,2,North,4,683717
3148,2,2,82,3,South,4,962337
2239,2,2,59,1,South,7,715693
2124,5,1,56,0,South,9,799395
2136,4,2,66,2,North,7,793198
3852,3,2,16,3,South,9,1372093
3385,1,1,74,3,Central,10,985011
2171,3,3,58,1,Central,9,793494
3074,2,3,2,3,Central,10,1140800
4704,5,3,65,1,North,6,1622120
4297,3,2,93,1,North,10,1316222
1568,3,3,34,1,North,1,650256
4249,1,2,40,0,Central,6,1304706
2870,2,2,55,0,Central,1,909153
3708,4,1,50,2,West,2,1265679
3861,3,1,94,0,North,3,1142681
4856,4,3,43,1,South,1,1672347
4581,5,2,72,1,North,4,1558237
1897,3,3,96,1,East,1,634307
3376,2,3,48,2,South,8,1121365
1151,4,3,2,3,North,9,668891
2023,5,1,48,1,South,10,797603
2965,2,3,49,0,South,6,975766
1540,2,1,50,1,South,10,510491
1642,1,3,58,2,North,2,527444
3200,1,2,37,3,West,4,1031284
3201,3,2,18,3,North,1,1169106
4556,4,3,88,2,South,6,1491246
3544,5,1,12,2,North,10,1337594
2540,1,3,59,3,Central,3,822702
4622,4,3,29,1,South,5,1624922
1950,5,1,81,2,East,9,732869
1304,3,1,85,0,South,10,394997
2244,4,2,73,2,South,8,799635
2465,4,1,27,3,West,9,943795
1538,2,1,97,1,West,5,399069
4982,4,1,88,0,Central,4,1558200
4683,4,3,64,3,North,10,1587671
2649,5,3,91,0,East,7,956939
3421,3,3,76,1,East,7,1123586
1605,5,3,38,0,North,3,737453
1329,4,1,41,1,Central,3,555675
1194,3,2,9,0,Central,7,548105
1512,4,2,39,0,South,4,633950
2626,5,3,14,2,South,3,1128747
3382,5,3,44,2,East,9,1291387
1179,2,2,40,3,North,8,469008
4895,4,1,38,2,Central,3,1642071
3447,2,3,66,3,North,10,1125979
3800,4,2,95,3,North,10,1232744
3756,1,1,36,2,North,8,1152951
3160,1,2,81,3,South,4,932438
2532,4,3,3,1,East,4,1060342
2224,1,3,90,0,South,6,620458
1737,3,3,17,2,South,5,746703
1864,4,3,18,0,East,4,808791
2426,1,1,15,2,East,5,806058
3016,1,1,16,3,Central,6,977138
3326,2,1,40,1,East,6,1065736
1162,5,2,47,1,Central,2,569114
1830,4,1,4,1,Central,9,783477
4538,5,1,26,0,East,8,1598350
4547,2,1,81,3,North,10,1363421
3141,4,3,28,2,West,1,1195148
4189,2,2,59,1,North,8,1314463
3065,4,3,16,2,East,6,1194975
3209,3,3,83,3,South,8,1068707
4381,5,3,18,0,West,4,1613064
4874,3,1,66,3,North,6,1536204
3373,2,1,78,0,East,1,989259
1787,2,3,18,2,South,2,710467
4663,3,3,18,1,West,10,1608251
1083,2,2,32,2,North,1,432659
3775,4,2,27,1,North,8,1338653
2506,1,2,89,0,West,6,688208
2721,1,2,82,0,West,10,755072
3175,1,2,22,3,West,10,1052569
3587,3,3,82,3,North,3,1177142
4848,4,3,41,1,West,4,1666617
1642,3,2,32,1,West,10,646553
2126,1,3,24,2,South,3,759469
3337,5,3,71,1,North,1,1210490
4256,1,2,54,2,South,5,1302107
1975,4,2,16,1,South,10,827310
3575,1,1,4,2,North,8,1164022
1737,2,3,48,1,Central,2,626634
3096,4,2,44,2,North,7,1116844
4834,2,2,48,3,Central,7,1550812
4692,3,3,39,1,Central,9,1576995
2170,4,3,92,0,North,3,760915
4929,5,2,52,2,Central,5,1714445
2504,2,2,40,3,West,1,864145
3960,5,3,38,1,East,8,1452494
2132,5,2,92,3,East,7,804080
2310,1,1,29,1,West,5,723705
4856,3,2,12,2,West,3,1654187
2281,5,1,24,3,East,10,939850
2211,5,2,26,1,East,2,936849
4861,3,3,21,0,West,2,1658574
3729,2,3,99,0,Central,3,1119486
1835,2,3,66,3,South,9,629177
3430,4,1,13,2,North,7,1257781
3563,4,2,93,2,North,7,1160425
2516,2,1,33,3,South,2,840052
1663,2,3,29,3,West,10,652482
2539,4,1,80,0,Central,7,827420
3821,3,3,74,2,East,2,1261579
1139,4,1,14,0,South,2,538574
3430,2,3,46,0,Central,9,1130785
4813,5,1,17,0,North,2,1682873
1308,1,2,62,3,West,1,406239
2147,2,1,29,1,West,2,720620
4283,2,3,59,3,East,1,1380492
1203,2,2,97,2,East,10,352702
3479,4,1,21,1,East,2,1240122
1631,2,1,78,0,North,8,466460
4408,1,3,75,3,East,10,1332588
4455,2,3,17,0,East,9,1491380
2224,1,1,49,2,Central,1,671623
3621,2,2,81,0,Central,10,1089736
4533,5,2,70,3,North,6,1553916
3080,2,3,79,3,West,5,981630
4237,1,2,85,1,East,6,1221939
1065,4,1,50,0,Central,1,458004
1098,3,1,89,1,South,7,338525
1330,1,3,41,3,East,7,490884
1930,5,2,13,3,South,9,890911
4600,4,1,38,2,Central,9,1556952
3471,5,2,63,3,Central,2,1249498
1159,2,2,7,1,Central,4,497751
3271,4,1,43,3,Central,1,1149619
3381,4,3,60,1,North,5,1187419
1772,3,2,43,3,North,9,690938
2710,3,2,34,1,East,2,961360
1526,3,2,97,1,North,10,474584
4676,2,3,77,0,West,5,1439234
2476,1,3,82,3,West,4,755240
4802,4,2,40,0,North,5,1628528
2258,3,3,29,1,South,9,878413
2548,3,1,38,0,Central,6,872597
2972,2,2,15,2,South,6,1045983
1591,5,3,59,3,South,8,724605
2460,3,1,51,0,East,6,825615
2039,4,3,45,0,North,8,813637
3745,1,3,41,3,Central,10,1211052
1376,5,2,78,2,Central,6,582164
2147,4,3,80,1,North,6,781892
3329,5,1,96,1,East,2,1104862
1053,2,2,92,0,East,8,282846
1667,5,2,73,3,East,2,689681
4203,4,1,32,1,South,1,1441354
1934,5,2,40,2,Central,10,837256
1302,3,3,76,1,East,3,495484
2801,5,2,78,0,West,6,988449
4880,1,1,78,3,South,5,1409840
3846,1,1,72,0,North,10,1082827
3002,4,2,43,3,South,1,1107940
2865,5,1,72,0,North,3,995848
1878,3,1,93,3,North,4,581487
4587,3,1,29,2,East,6,1513063
1796,1,3,98,1,West,2,496373
3770,2,3,96,2,East,1,1147224
2655,5,1,93,2,West,10,916890
1783,2,2,40,1,East,7,626623
4239,5,2,64,1,East,10,1471964
3990,5,3,26,0,West,10,1494287
1394,2,1,27,2,North,5,508785
2782,2,1,0,3,South,1,991561
3541,3,2,7,3,North,3,1294795
1129,3,2,29,3,East,1,512255
3954,4,3,95,0,Central,3,1293793
1528,2,1,17,3,Central,4,585448
3627,3,1,85,1,West,5,1114036
3158,3,1,20,0,North,2,1081619
3407,3,2,37,2,Central,1,1175991
4722,3,2,43,1,Central,4,1546432
2654,1,1,99,0,North,3,673730
2144,4,3,86,2,West,1,777776
1590,2,1,1,3,East,4,633882
2708,4,1,43,2,West,1,976607
2436,3,2,17,1,South,4,925268
1505,2,2,1,1,Central,7,627702
3857,1,1,20,0,East,6,1198550
3393,3,2,16,2,North,7,1211002
4261,3,3,11,3,West,4,1524230
3763,5,1,23,2,Central,6,1378418
2738,1,3,28,2,South,8,922843
2742,1,3,39,3,South,2,908976
1198,3,3,54,3,South,8,529643
2497,4,1,47,2,North,8,909894
4745,1,2,42,1,North,9,1455526
2013,2,3,96,2,West,4,615295
3414,3,3,47,2,South,2,1186432
4214,4,2,50,2,East,10,1449389
4805,2,1,28,3,West,8,1535837
1886,4,3,84,3,East,1,726924
4243,3,1,98,3,Central,10,1287292
4878,4,2,34,2,North,2,1683880
4218,3,1,85,2,North,9,1290641
2695,3,1,23,2,Central,7,969615
1794,1,1,48,3,North,4,544606
1348,5,2,14,3,North,3,711827
2119,2,1,77,3,South,2,636015
3670,3,1,54,0,Central,4,1165022
2506,3,1,20,3,Central,8,926162
2243,2,1,92,3,East,10,638955
3120,2,1,92,2,East,5,893195
2357,1,3,86,2,East,5,702296
3206,1,2,86,1,South,6,916071
3471,3,2,23,3,North,4,1241844
3655,4,2,2,0,Central,6,1347688
3928,2,2,81,2,West,2,1188178
4874,5,2,18,3,East,10,1771029
1991,3,2,5,2,East,6,812514
3293,3,3,58,1,Central,4,1120965
1976,3,2,24,0,East,1,762077
4988,5,3,8,0,West,7,1821440
1632,2,3,48,3,East,6,615904
4797,2,1,23,0,East,6,1516051
1410,5,1,0,1,North,6,705720
1425,1,3,21,1,Central,3,543572
1347,1,1,14,3,Central,1,484222
2359,4,2,17,3,East,1,972876
3099,2,1,55,3,East,7,971729
3013,3,2,1,0,East,9,1112014
1180,1,2,5,2,East,7,481196
3552,1,3,13,0,West,3,1171652
1955,4,1,99,3,North,1,643472
2381,5,3,57,0,West,4,948419
1277,2,2,36,0,East,9,472624
3756,1,2,61,0,West,9,1106483
4825,1,3,84,1,East,7,1434284
1987,2,2,50,1,East,3,663079
